id;title;genres;company;score;released_at
mobile-train-simulator-+-densha-de-go-tokyo-kyuukou-hen;Mobile Train Simulator + Densha de GO! Tokyo Kyuukou Hen;Simulation,Vehicle,Train;;0;2005-02-17 00:00:00.000000
mobile-train-simulator-keisei-toei-asakusa-keikyuusen;Mobile Train Simulator: Keisei - Toei Asakusa - Keikyuusen;Simulation,Vehicle,Train;;0;2006-02-23 00:00:00.000000
modnation-racers;ModNation Racers;Driving;SCEA San Diego Studios;73;2010-05-25 00:00:00.000000
modnation-racers;ModNation Racers;Racing,Arcade,Other;SCEA San Diego Studios / SCEA;73;2010-05-25 00:00:00.000000
moegaku-@-portable;Moegaku @ Portable;Adventure,General;;0;2006-09-14 00:00:00.000000
moe-moe-2-ji-daisenryaku-2;Moe Moe 2-Ji Daisenryaku 2;Strategy,General;;0;2010-02-04 00:00:00.000000
moe-moe-2-ji-daisenryaku-deluxe;Moe Moe 2-ji Daisenryaku Deluxe;Adventure,General;;0;2008-11-27 00:00:00.000000
moe-moe-daisensou-*-gendaiban+;Moe Moe Daisensou * Gendaiban+;Strategy,General;;0;2011-09-01 00:00:00.000000
moeru-mahjong-moejong;Moeru Mahjong: Moejong!;Miscellaneous,Board / Card Game;;0;2008-10-23 00:00:00.000000
momotarou-dentetsu-tag-match-yuujou-doryoku-shouri-no-maki;Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!;Miscellaneous,Board / Card Game;;0;2010-07-15 00:00:00.000000
monhun-nikki-poka-poka-ailu-mura-g;MonHun Nikki: Poka Poka Ailu Mura G;Role-Playing,General;;0;2011-08-10 00:00:00.000000
monhun-nikki-poka-poka-ailu-mura;MonHun Nikki: Poka Poka Ailu Mura;Role-Playing,General;;0;2010-08-26 00:00:00.000000
monochrome;Monochrome;Adventure,Visual Novel;;0;2010-04-08 00:00:00.000000
monopoly;Monopoly;Miscellaneous;Electronic Arts;0;2010-04-15 00:00:00.000000
monster-hunter-freedom-2;Monster Hunter Freedom 2;Role-Playing,Action RPG;;72;2007-08-28 00:00:00.000000
monster-hunter-freedom-2-+-monster-hunter-freedom-unite-umd-dual-pack;Monster Hunter Freedom 2 + Monster Hunter Freedom Unite UMD Dual Pack;Miscellaneous,Compilation;;0;2011-09-16 00:00:00.000000
monster-hunter-freedom;Monster Hunter Freedom;Role-Playing,Action RPG;;71;2006-05-23 00:00:00.000000
monster-hunter-freedom-unite;Monster Hunter Freedom Unite;Role-Playing,Action RPG;;81;2009-06-22 00:00:00.000000
monster-hunter-freedom-unite;Monster Hunter Freedom Unite;Role-Playing;Capcom;81;2009-06-22 00:00:00.000000
monster-hunter-portable-3rd;Monster Hunter Portable 3rd;Role-Playing,Action RPG;;0;2010-12-01 00:00:00.000000
monster-jam-path-of-destruction;Monster Jam: Path of Destruction;Racing,Simulation,Automobile;Virtuos / Activision;0;2010-11-09 00:00:00.000000
monster-jam-urban-assault;Monster Jam: Urban Assault;Racing,Simulation,Automobile;Torus Games / Activision;55;2008-10-28 00:00:00.000000
monster-kingdom-jewel-summoner;Monster Kingdom: Jewel Summoner;Role-Playing,General;Gaia (Sony) / Atlus;66;2007-02-19 00:00:00.000000
mortal-kombat-unchained;Mortal Kombat: Unchained;Action,Fighting,3D;JGI Entertainment / Midway;70;2006-11-15 00:00:00.000000
mother-goose-no-himitsu-no-yakata-blue-label;Mother Goose no Himitsu no Yakata: Blue Label;Adventure,General;;0;2011-11-17 00:00:00.000000
mother-goose-no-himitsu-no-yakata;Mother Goose no Himitsu no Yakata;Adventure,Visual Novel;;0;2011-06-23 00:00:00.000000
motorstorm-arctic-edge;MotorStorm Arctic Edge;Driving;Bigbig Studios;79;2009-09-29 00:00:00.000000
motorstorm-arctic-edge;MotorStorm Arctic Edge;Racing,Simulation,Automobile;Bigbig Studios / SCEA;79;2009-09-29 00:00:00.000000
motto-nuga-cel;Motto Nuga-Cel!;Adventure,General;Lupinus / Idea Factory;0;2010-05-20 00:00:00.000000
moujuutsukai-to-oujisama-portable;Moujuutsukai to Oujisama Portable;Adventure,General;;0;2011-06-30 00:00:00.000000
moujuutsukai-to-oujisama-snow-bride-portable;Moujuutsukai to Oujisama: Snow Bride Portable;Adventure,General;;0;2012-02-23 00:00:00.000000
mtx-mototrax;MTX Mototrax;Driving;Left Field Productions;67;2006-06-28 00:00:00.000000
mtx-mototrax;MTX Mototrax;Racing,Arcade,Other;Left Field Productions / Activision;67;2006-06-28 00:00:00.000000
musketeer-le-sang-des-chevaliers;Musketeer: Le Sang des Chevaliers;Adventure,Visual Novel;Otomate / Idea Factory;0;2011-07-07 00:00:00.000000
musou-tourou;Musou Tourou;Strategy,General;Fog / Nippon Ichi Software;0;2009-03-19 00:00:00.000000
mvp-baseball;MVP Baseball;Sports,Team,Baseball,Sim;EA Canada / Electronic Arts;67;2005-05-18 00:00:00.000000
mx-vs-atv-reflex;MX vs. ATV Reflex;Racing,Simulation,Automobile;Tantalus Interactive / THQ;49;2009-12-01 00:00:00.000000
mx-vs-atv-unleashed-on-the-edge;MX vs. ATV Unleashed: On the Edge;Racing,Simulation,Automobile;Rainbow Studios / THQ;68;2006-02-27 00:00:00.000000
mx-vs-atv-untamed;MX vs. ATV Untamed;Racing,Simulation,Automobile;Tantalus Interactive / THQ;59;2007-12-17 00:00:00.000000
my-merry-may-with-be;My Merry May with be;Miscellaneous,Compilation;;0;2010-03-25 00:00:00.000000
my-spanish-coach;My Spanish Coach;Miscellaneous,Edutainment;Sensory Sweep / Ubisoft;68;2008-10-07 00:00:00.000000
mystereet-portable;Mystereet Portable;Adventure,Visual Novel;;0;2008-04-24 00:00:00.000000
myst;Myst;Adventure,3D,First-Person;Hoplite Research / Midway;69;2009-07-16 00:00:00.000000
myst;Myst;Adventure;Hoplite Research;69;2009-07-16 00:00:00.000000
mystylist;MyStylist;Miscellaneous,Application;Crispy's / SCEI;0;2008-02-28 00:00:00.000000
mytran-wars;Mytran Wars;Strategy;Stormregion;68;2009-10-26 00:00:00.000000
mytran-wars;Mytran Wars;Strategy,Turn-Based,General;Stormregion / Deep Silver;68;2009-10-26 00:00:00.000000
namco-museum-battle-collection;Namco Museum Battle Collection;Miscellaneous,Compilation;TOSE / Namco;73;2005-08-23 00:00:00.000000
namco-museum;Namco Museum;Miscellaneous,Compilation;;0;2005-02-24 00:00:00.000000
nana-subete-wa-daimaou-no-omichibiki;Nana: Subete wa Daimaou no Omichibiki!?;Action,General;;0;2006-07-06 00:00:00.000000
nanodiver;Nanodiver;Action,General;Premium Agency / Takara Tomy;0;2011-09-01 00:00:00.000000
napoleon-dynamite-the-game;Napoleon Dynamite: The Game;Miscellaneous,Party / Minigame;7 Studios / Crave;37;2007-10-23 00:00:00.000000
narcissus-moshimo-ashita-ga-runara;Narcissus: Moshimo Ashita ga Runara;Adventure,General;;0;2010-06-24 00:00:00.000000
narisokonai-eiyuutan-taiyou-to-tsuki-no-monogatari;Narisokonai Eiyuutan: Taiyou to Tsuki no Monogatari;Strategy,General;;0;2009-07-23 00:00:00.000000
naruto-shippuden-kizuna-drive;Naruto Shippuden: Kizuna Drive;Action,General;Premium Agency / Namco Bandai Games;57;2011-03-22 00:00:00.000000
naruto-shippuden-kizuna-drive;Naruto Shippuden: Kizuna Drive;Action;Premium Agency;57;2011-03-22 00:00:00.000000
naruto-shippuden-legends-akatsuki-rising;Naruto Shippuden: Legends: Akatsuki Rising;Adventure,General;Racjin / Namco Bandai Games;60;2009-10-06 00:00:00.000000
naruto-shippuden-ultimate-ninja-heroes-3;Naruto Shippuden: Ultimate Ninja Heroes 3;Action,Fighting,3D;CyberConnect2 / Namco Bandai Games;61;2010-05-11 00:00:00.000000
naruto-shippuden-ultimate-ninja-impact;Naruto Shippuden: Ultimate Ninja Impact;Action,Fighting,3D;Racjin / Namco Bandai Games;59;2011-10-18 00:00:00.000000
naruto-shippuden-ultimate-ninja-impact;Naruto Shippuden: Ultimate Ninja Impact;Action;Racjin;59;2011-10-18 00:00:00.000000
naruto-ultimate-ninja-heroes-2-the-phantom-fortress;Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress;Action;CyberConnect2;64;2008-06-24 00:00:00.000000
naruto-ultimate-ninja-heroes-2-the-phantom-fortress;Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress;Action,Fighting,3D;CyberConnect2 / Namco Bandai Games;64;2008-06-24 00:00:00.000000
naruto-ultimate-ninja-heroes;Naruto: Ultimate Ninja Heroes;Action;Bandai;70;2007-08-28 00:00:00.000000
naruto-ultimate-ninja-heroes;Naruto: Ultimate Ninja Heroes;Action,Fighting,3D;Bandai / Namco Bandai Games;70;2007-08-28 00:00:00.000000
nascar;NASCAR;Racing,Simulation,Automobile;Exient Entertainment / EA Games;66;2006-09-06 00:00:00.000000
nayuta-no-kiseki;Nayuta no Kiseki;Role-Playing,Action RPG;;0;2012-07-26 00:00:00.000000
nba-06;NBA 06;Sports,Team,Basketball,Sim;;72;2005-10-04 00:00:00.000000
nba-07;NBA 07;Sports,Team,Basketball,Sim;;68;2006-09-25 00:00:00.000000
nba-08;NBA 08;Sports,Team,Basketball,Sim;;75;2007-10-12 00:00:00.000000
nba-09-the-inside;NBA 09 The Inside;Sports,Team,Basketball,Sim;SCEA San Diego Studios / SCEA;79;2008-10-07 00:00:00.000000
nba-10-the-inside;NBA 10 The Inside;Sports,Team,Basketball,Sim;SCEA San Diego Studios / SCEA;69;2009-10-06 00:00:00.000000
nba-2k10;NBA 2K10;Sports,Team,Basketball,Sim;Visual Concepts / 2K Sports;66;2009-10-06 00:00:00.000000
nba-2k11;NBA 2K11;Sports,Team,Basketball,Sim;Visual Concepts / 2K Sports;0;2010-10-05 00:00:00.000000
nba-2k12;NBA 2K12;Sports,Basketball;Visual Concepts / 2K Sports;82;2001-10-04 00:00:00.000000
nba-2k12;NBA 2K12;Sports,Team,Basketball,Sim;Visual Concepts / 2K Sports;0;2011-10-04 00:00:00.000000
nba-ballers-rebound;NBA Ballers: Rebound;Sports,Team,Basketball,Arcade;Backbone Entertainment / Midway;69;2006-05-09 00:00:00.000000
nba-live-06;NBA Live 06;Sports,Team,Basketball,Sim;EA Canada / EA Sports;80;2005-10-04 00:00:00.000000
nba-live-07;NBA Live 07;Sports,Team,Basketball,Sim;;64;2006-09-25 00:00:00.000000
nba-live-08;NBA Live 08;Sports,Team,Basketball,Sim;EA Canada / EA Sports;73;2007-10-01 00:00:00.000000
nba-live-09;NBA Live 09;Sports,Team,Basketball,Sim;;61;2008-10-07 00:00:00.000000
nba-live-10;NBA Live 10;Sports,Team,Basketball,Sim;EA Canada / EA Sports;64;2009-10-06 00:00:00.000000
nba;NBA;Sports,Team,Basketball,Sim;989 Sports / SCEA;57;2005-03-16 00:00:00.000000
nba-street-showdown;NBA Street Showdown;Sports,Team,Basketball,Arcade;EA Canada / EA Sports Big;75;2005-04-27 00:00:00.000000
ncaa-football-09;NCAA Football 09;Sports,Team,Football,Sim;EA Canada / Electronic Arts;67;2008-07-15 00:00:00.000000
ncaa-football-10;NCAA Football 10;Sports,Team,Football,Sim;EA Tiburon / Electronic Arts;72;2009-07-14 00:00:00.000000
need-for-speed-carbon-own-the-city;Need for Speed Carbon: Own the City;Driving;EA Canada;73;2006-10-31 00:00:00.000000
need-for-speed-carbon-own-the-city;Need for Speed Carbon: Own the City;Racing,Simulation,Automobile;EA Canada / EA Games;73;2006-10-31 00:00:00.000000
need-for-speed-most-wanted-5-1-0;Need for Speed: Most Wanted 5-1-0;Racing,Simulation,Automobile;EA Canada / Electronic Arts;72;2005-11-15 00:00:00.000000
need-for-speed-most-wanted;Need for Speed: Most Wanted 5-1-0;Driving;EA Canada;72;2005-11-15 00:00:00.000000
need-for-speed-prostreet;Need for Speed ProStreet;Racing,Simulation,Automobile;;57;2008-02-18 00:00:00.000000
need-for-speed-shift;Need for Speed: Shift;Driving;EA Bright Light;69;2009-09-15 00:00:00.000000
need-for-speed-shift;Need for Speed: Shift;Racing,Simulation,Automobile;EA Bright Light / EA Games;69;2009-09-15 00:00:00.000000
need-for-speed-undercover;Need for Speed Undercover;Driving;Piranha Games;52;2008-11-17 00:00:00.000000
need-for-speed-undercover;Need for Speed Undercover;Racing,Simulation,Automobile;Piranha Games / Electronic Arts;52;2008-11-17 00:00:00.000000
need-for-speed-underground-rivals;Need for Speed Underground Rivals;Driving;Team Fusion;74;2005-03-14 00:00:00.000000
need-for-speed-underground-rivals;Need for Speed Underground Rivals;Racing,Simulation,Automobile;Team Fusion / EA Games;74;2005-03-14 00:00:00.000000
nendoroid-generation;Nendoroid Generation;Role-Playing,General;;0;2012-02-23 00:00:00.000000
neo-angelique-special;Neo Angelique Special;Role-Playing,General;;0;2008-09-20 00:00:00.000000
neogeo-heroes-ultimate-shooting;NeoGeo Heroes: Ultimate Shooting;Action,Shooter,Shoot-'Em-Up,Vertical;Moss / SNK Playmore;0;2010-12-06 00:00:00.000000
neon-genesis-evangelion-tsukurareshi-sekai-another-cases;Neon Genesis Evangelion: Tsukurareshi Sekai - Another Cases;Action,General;Alfa System / Bandai;0;2006-04-27 00:00:00.000000
neopets-petpet-adventures-the-wand-of-wishing;Neopets Petpet Adventures: The Wand of Wishing;Adventure,3D,Third-Person;;66;2006-03-14 00:00:00.000000
never7-the-end-of-infinity;Never7: The End of Infinity;Adventure,Visual Novel;;0;2009-03-12 00:00:00.000000
neverland-card-battles;Neverland Card Battles;Strategy,Turn-Based,General;Idea Factory / Yuke's;57;2008-10-27 00:00:00.000000
nfl-street-2-unleashed;NFL Street 2 Unleashed;Sports,Team,Football,Arcade;EA Tiburon / EA Sports Big;73;2005-03-21 00:00:00.000000
nfl-street-3;NFL Street 3;Sports,Team,Football,Arcade;EA Tiburon / EA Sports;68;2006-11-14 00:00:00.000000
nhl-07;NHL 07;Sports,Team,Ice Hockey,Sim;;76;2006-09-12 00:00:00.000000
nhra-countdown-to-the-championship-2007;NHRA: Countdown to the Championship 2007;Racing,Simulation,Automobile;Pipeworks Software, Inc. / THQ;70;2007-08-27 00:00:00.000000
nichijou-uchuujin;Nichijou: Uchuujin;Adventure,Visual Novel;;0;2011-07-28 00:00:00.000000
nikoli-no-sudoku-+2-dai-is-shuu-sudoku-nurikabe-heyawake;Nikoli no Sudoku +2 Dai-Is-Shuu: Sudoku - Nurikabe - Heyawake;Puzzle,Logic;;0;2010-11-25 00:00:00.000000
nikoli-no-sudoku-+3-dai-ni-shuu-sudoku-kakuro-bijutsukan-hitori-ni-shitekure;Nikoli no Sudoku +3 Dai-Ni-Shuu: Sudoku - Kakuro - Bijutsukan - Hitori ni Shitekure;Puzzle,Logic;;0;2011-01-13 00:00:00.000000
nikoli-no-sudoku-+3-dai-san-shuu-sudoku-slither-link-masyu-yajilin;Nikoli no Sudoku +3 Dai-San-Shuu: Sudoku - Slither Link - Masyu - Yajilin;Puzzle,Logic;;0;2011-03-10 00:00:00.000000
nikoli-no-sudoku-+3-dai-yon-shuu-sudoku-number-link-shikaku-ni-kire-hashi-o-kakero;Nikoli no Sudoku +3 Dai-Yon-Shuu: Sudoku - Number Link - Shikaku ni Kire - Hashi o Kakero;Puzzle,Logic;;0;2011-06-09 00:00:00.000000
ninja-katsugeki-tenchu-kurenai-portable;Ninja Katsugeki: Tenchu Kurenai Portable;Action Adventure,General;;0;2010-01-28 00:00:00.000000
ninja-katsugeki-tenchu-san-portable;Ninja Katsugeki: Tenchu San Portable;Action Adventure,General;;0;2009-08-27 00:00:00.000000
nippon-no-asoko-de;Nippon no Asoko de;Miscellaneous,General;;0;2008-05-01 00:00:00.000000
nisenochigiri-omoide-no-saki-e;Nisenochigiri: Omoide no Saki e;Adventure,General;;0;2011-07-21 00:00:00.000000
nishimura-kyoutarou-travel-mystery-akugyaku-no-kisetsu-tokyo-nanki-shirahama-renzoku-satsujin-jiken;Nishimura Kyoutarou Travel Mystery: Akugyaku no Kisetsu Tokyo Nanki Shirahama Renzoku Satsujin Jiken;Adventure,General;;0;2009-06-04 00:00:00.000000
nizu-no-senritsu-portable-2-hi-no-kioku;Nizu no Senritsu Portable 2: Hi no Kioku;Adventure,General;;0;2010-02-25 00:00:00.000000
nizu-no-senritsu-portable;Nizu no Senritsu Portable;Adventure,General;;0;2009-12-24 00:00:00.000000
n+;N+;Action;Metanet Software Inc., SilverBirch Studios;79;2008-08-26 00:00:00.000000
n+;N+;Action,Platformer,2D;SilverBirch Studios / Atari SA;79;2008-08-26 00:00:00.000000
nobunaga-no-yabou-reppuuden;Nobunaga no Yabou: Reppuuden;Strategy,General;;0;2006-03-16 00:00:00.000000
nobunaga-no-yabou-reppuuden-with-power-up-kit;Nobunaga no Yabou: Reppuuden with Power Up Kit;Strategy,Turn-Based,General;;0;2006-03-23 00:00:00.000000
nobunaga-no-yabou-shouseiroku;Nobunaga no Yabou: Shouseiroku;Strategy,Turn-Based,General;;0;2005-12-22 00:00:00.000000
nobunaga-no-yabou-soutensoku-with-power-up-kit;Nobunaga no Yabou: Soutensoku with Power-Up Kit;Strategy,General;;0;2011-08-04 00:00:00.000000
no-fate-only-the-power-of-will;No Fate! Only the Power of Will;Adventure,Visual Novel;;0;2010-02-25 00:00:00.000000
nogizaka-haruka-no-himitsu-doujinshi-hajime-mashita-daigokan;Nogizaka Haruka no Himitsu: Doujinshi Hajime Mashita - Daigokan;Adventure,General;;0;2010-02-26 00:00:00.000000
no-gravity-the-plague-of-mind;No Gravity: The Plague of Mind;Simulation;Realtech VR;65;2009-02-26 00:00:00.000000
nou-ni-kaikan-aha-taiken;Nou ni Kaikan: Aha Taiken;Miscellaneous,Edutainment;;0;2006-06-22 00:00:00.000000
nou-ni-kaikan-minna-de-aha-taiken;Nou ni Kaikan: Minna de Aha Taiken!;Miscellaneous,Edutainment;;0;2006-11-30 00:00:00.000000
numpla-10000-mon;Numpla 10000-Mon;Puzzle,General;Blackjack / Success;0;2008-04-10 00:00:00.000000
numpla-and-oekaki-puzzle;Numpla & Oekaki Puzzle;Puzzle,Logic;Blackjack / 505 Games;0;2008-05-23 00:00:00.000000
obscure-the-aftermath;Obscure: The Aftermath;Action,Adventure;Hydravision;66;2009-10-13 00:00:00.000000
obscure-the-aftermath;Obscure: The Aftermath;Action Adventure,Survival;Hydravision / Playlogic;66;2009-10-13 00:00:00.000000
okashi-na-shima-no-peter-pan-sweet-never-land;Okashi na Shima no Peter Pan: Sweet Never Land;Adventure,General;;0;2011-10-06 00:00:00.000000
omochan-no-kuni-no-alice-wonderful-wonder-world;Omochan no Kuni no Alice: Wonderful Wonder World;Adventure,General;;0;2011-12-22 00:00:00.000000
omoide-ni-kawaru-kimi-memories-off;Omoide ni Kawaru-Kimi: Memories Off;Adventure,Visual Novel;5pb / CyberFront;0;2008-08-14 00:00:00.000000
omoi-no-kakera-close-to;Omoi no Kakera: Close To;Adventure,Visual Novel;;0;2011-12-22 00:00:00.000000
onechanbara-special;Onechanbara Special;Action,Beat-'Em-Up,2D;Tamsoft / D3Publisher;0;2011-03-31 00:00:00.000000
online-chess-kingdoms;Online Chess Kingdoms;Miscellaneous,Board / Card Game;Leviathan Games / Konami;60;2006-11-28 00:00:00.000000
onore-no-shinzuru-michi-o-yuke;Onore no Shinzuru Michi o Yuke;Miscellaneous,General;Silicon Studio / From Software;0;2009-06-11 00:00:00.000000
ooedo-senryoubako;Ooedo Senryoubako;Action,General;;0;2006-02-23 00:00:00.000000
ookami-kakushi;Ookami Kakushi;Adventure,Visual Novel;;0;2009-08-20 00:00:00.000000
open-season;Open Season;Action,Platformer,3D;;64;2006-09-19 00:00:00.000000
ore-no-dungeon;Ore no Dungeon;Role-Playing,General;Climax Entertainment / Sega;0;2006-11-30 00:00:00.000000
ore-no-imouto-ga-konna-ni-kawaii-wake-ga-nai-portable-ga-tsuzuku-wake-ga-nai;Ore no Imouto ga Konna ni Kawaii Wake ga Nai: Portable ga Tsuzuku Wake ga Nai;Adventure,General;;0;2012-05-17 00:00:00.000000
ore-no-imouto-ga-konna-ni-kawaii-wake-ga-nai-portable;Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable;Adventure,General;;0;2011-01-27 00:00:00.000000
ore-no-shikabane-o-koete-yuke;Ore no Shikabane o Koete Yuke;Role-Playing,General;Alfa System / SCEI;0;2011-11-10 00:00:00.000000
oretachi-no-sabage-portable;Oretachi no Sabage Portable;Action,Shooter,Third-Person,Arcade;;0;2008-12-25 00:00:00.000000
oretachi-no-sabage-versus;Oretachi no Sabage Versus;Action,Shooter,First-Person,Tactical;;0;2010-08-05 00:00:00.000000
ore-wa-shoujo-mangaka;Ore wa Shoujo Mangaka;Adventure,3D,First-Person;;0;2012-02-23 00:00:00.000000
otometeki-koi-kakumei-*-love-revo-portable;Otometeki Koi Kakumei * Love Revo! Portable;Adventure,General;;0;2010-05-20 00:00:00.000000
otome-wa-boku-ni-koishiteru-portable-futari-no-elder;Otome wa Boku ni Koishiteru Portable: Futari no Elder;Adventure,Visual Novel;;0;2011-04-28 00:00:00.000000
otome-wa-boku-ni-koishiteru-portable;Otome wa Boku ni Koishiteru Portable;Adventure,Visual Novel;;0;2010-04-29 00:00:00.000000
otsuge-uranai-nan-desu;Otsuge Uranai nan desu.;Miscellaneous,General;;0;2008-12-18 00:00:00.000000
oumagatoki-kaidan-romance;Oumagatoki: Kaidan Romance;Adventure,3D,First-Person;;0;2012-03-29 00:00:00.000000
outrun-2006-coast-2-coast;OutRun 2006: Coast 2 Coast;Racing,Arcade,Automobile;Sumo Digital / Sega;82;2006-04-25 00:00:00.000000
over-the-hedge-hammy-goes-nuts;Over the Hedge: Hammy Goes Nuts;Action,Platformer,3D;Amaze Entertainment / Activision;58;2006-11-21 00:00:00.000000
pachinka-mania-p-cr-tekkenden-tough;Pachinka Mania P: CR Tekkenden Tough;Miscellaneous,Gambling;;0;2010-09-16 00:00:00.000000
pachipara-slot-pachi-slot-super-umi-monogatari;PachiPara Slot: Pachi-Slot Super Umi Monogatari;Miscellaneous,Gambling;;0;2011-05-26 00:00:00.000000
pac-man-world-3;Pac-Man World 3;Action;Blitz Games;61;2005-12-06 00:00:00.000000
pac-man-world-3;Pac-Man World 3;Action,Platformer,3D;Blitz Games / Namco;61;2005-12-06 00:00:00.000000
pac-man-world-rally;Pac-Man World Rally;Racing,Arcade,Other;Smart Bomb Interactive / Namco Bandai Games;51;2006-08-22 00:00:00.000000
pangya-fantasy-golf;Pangya Fantasy Golf;Sports,Individual,Golf,Arcade;Ntreev Soft / Tomy Corporation;77;2009-06-23 00:00:00.000000
pangya-fantasy-golf;Pangya Fantasy Golf;Sports;Ntreev Soft;77;2009-06-23 00:00:00.000000
panic-palette-portable;Panic Palette Portable;Puzzle,General;;0;2008-07-31 00:00:00.000000
parappa-the-rapper;PaRappa the Rapper;Action,Rhythm,Music;Epics / SCEA;67;2007-07-17 00:00:00.000000
parodius-portable;Parodius Portable;Miscellaneous,Compilation;M2 / Konami;0;2007-01-25 00:00:00.000000
passport-to-amsterdam;Passport to Amsterdam;Miscellaneous,General;;0;2006-09-22 00:00:00.000000
passport-to-barcelona;Passport to Barcelona;Miscellaneous,General;;0;2006-09-22 00:00:00.000000
passport-to-london;Passport to London;Miscellaneous,Edutainment;;0;2006-09-22 00:00:00.000000
passport-to-paris;Passport to Paris;Miscellaneous,General;;0;2006-09-22 00:00:00.000000
passport-to-prague;Passport to Prague;Miscellaneous,General;;0;2006-09-22 00:00:00.000000
passport-to-rome;Passport to Rome;Miscellaneous,General;;0;2006-09-22 00:00:00.000000
pastel-chime-continue;Pastel Chime Continue;Adventure,General;;0;2010-12-09 00:00:00.000000
patapon-1;Patapon 3: Mission Pack 1;Action;SCE Japan Studio;0;2011-09-27 00:00:00.000000
patapon-2;Patapon 2;Action,General;SCE Japan Studio / SCEA;81;2009-05-05 00:00:00.000000
patapon-2;Patapon 2;Action;SCE Japan Studio;81;2009-05-05 00:00:00.000000
patapon-3;Patapon 3;Action,General;SCE Japan Studio / SCEA;74;2011-04-12 00:00:00.000000
patapon-3;Patapon 3;Action;SCE Japan Studio;74;2011-04-12 00:00:00.000000
patapon;Patapon;Action,Rhythm,Music;SCE Japan Studio / SCEA;86;2008-02-26 00:00:00.000000
patchwork-heroes;Patchwork Heroes;Action;Acquire;80;2010-03-17 00:00:00.000000
patlabor-come-back-mini-pato;Patlabor: Come Back Mini-Pato;Miscellaneous,Party / Minigame;;0;2005-11-02 00:00:00.000000
payout-poker-and-casino;Payout Poker & Casino;Miscellaneous,Gambling;Bits Studios / Namco;54;2006-08-15 00:00:00.000000
pdc-world-championship-darts-2008;PDC World Championship Darts 2008;Sports,Individual,Other;Oxygen Interactive / O-Games;43;2009-06-16 00:00:00.000000
persona-2-batsu;Persona 2: Batsu;Role-Playing,Japanese-Style;;0;2012-05-17 00:00:00.000000
persona-2-innocent-sin;Shin Megami Tensei: Persona 2 - Innocent Sin;Role-Playing;ITL;75;2011-09-20 00:00:00.000000
peter-jacksons-king-kong-the-official-game-of-the-movie;Peter Jackson's King Kong: The Official Game of the Movie;Action Adventure,General;Phoenix Games Studio / Ubisoft;56;2005-12-20 00:00:00.000000
petz-dogz-family;Petz: Dogz Family;Simulation,Virtual,Virtual Life;Osaka Studio / Ubisoft;0;2009-10-27 00:00:00.000000
petz-hamsterz-bunch;Petz: Hamsterz Bunch;Simulation,Virtual,Virtual Life;;0;2009-10-27 00:00:00.000000
petz-my-puppy-family;Petz: My Puppy Family;Simulation,Virtual,Pet;Ubisoft Nagoya / Ubisoft;0;2009-06-19 00:00:00.000000
petz-my-puppy-family;Petz: My Puppy Family;Simulation,Virtual,Pet;Ubisoft Nagoya / Ubisoft;87;2009-06-19 00:00:00.000000
petz-saddle-club;Petz: Saddle Club;Simulation,Virtual,Virtual Life;;0;2009-10-27 00:00:00.000000
phantasy-star-portable-2-infinity;Phantasy Star Portable 2 Infinity;Role-Playing,Action RPG;Alfa System / Sega;0;2011-02-24 00:00:00.000000
phantasy-star-portable-2;Phantasy Star Portable 2;Role-Playing,Action RPG;Alfa System / Sega;69;2010-09-14 00:00:00.000000
phantasy-star-portable;Phantasy Star Portable;Role-Playing,Action RPG;Alfa System / Sega;64;2009-03-03 00:00:00.000000
phantasy-star-portable;Phantasy Star Portable;Role-Playing,Action,RPG;Alfa System / Sega;64;2009-03-03 00:00:00.000000
phantom-brave-the-hermuda-triangle;Phantom Brave: The Hermuda Triangle;Strategy,Turn-Based,Tactics;Nippon Ichi Software / NIS America;65;2011-03-08 00:00:00.000000
phantom-kingdom-portable;Phantom Kingdom Portable;Strategy,Turn-Based,Tactics;;0;2011-10-06 00:00:00.000000
phase-d-akaki-no-shou;Phase-D: Akaki no Shou;Adventure,Visual Novel;;0;2012-04-26 00:00:00.000000
phase-d-aohana-no-shou;Phase-D: Aohana no Shou;Adventure,Visual Novel;;0;2012-01-26 00:00:00.000000
phase-d-kurosei-no-shou;Phase-D: Kurosei no Shou;Adventure,Visual Novel;;0;2012-03-29 00:00:00.000000
phase-d-shirokage-no-shou;Phase-D: Shirokage no Shou;Adventure,Visual Novel;;0;2012-02-23 00:00:00.000000
photokano;PhotoKano;Adventure,Visual Novel;Dingo Inc. / Kadokawa;0;2012-02-02 00:00:00.000000
pia-carrot-e-youkoso-g-p-gakuen-princess-portable;Pia Carrot e Youkoso!! G.P. Gakuen Princess Portable;Adventure,Visual Novel;HuneX / GN Software;0;2009-06-25 00:00:00.000000
pilot-academy;Pilot Academy;Simulation,Flight,Combat;Kuju Entertainment / Rising Star Games;67;2006-10-27 00:00:00.000000
pimp-my-ride;Pimp My Ride;Racing,Arcade,Other;Eutechnyx / Activision;21;2007-04-03 00:00:00.000000
