id;title;genres;company;score;released_at
for-symphony-with-all-ones-heart-portable;For Symphony: With All One's Heart Portable;Adventure,Visual Novel;;0;2007-07-26 00:00:00.000000
frantix-a-puzzle-adventure;Frantix: A Puzzle Adventure;Puzzle,General;Killer Game / Sony Online Entertainment;59;2005-09-19 00:00:00.000000
freak-out-extreme-freeride;Freak Out: Extreme Freeride;Sports,Individual,Ski / Snowboard;Coldwood Interactive / JoWooD Entertainment AG;0;2007-10-26 00:00:00.000000
freak-out-extreme-freeride;Freak Out: Extreme Freeride;Sports,Individual,Ski,/,Snowboard;Coldwood Interactive / JoWooD Entertainment AG;89;2007-10-26 00:00:00.000000
free-running;Free Running;Racing,Arcade,Other;Core Design Ltd. / Eidos Interactive;0;1970-01-01 00:00:00.000000
free-running;Free Running;Sports;Core Design Ltd.;0;1970-01-01 01:00:00.000000
frogger-helmet-chaos;Frogger Helmet Chaos;Action,Platformer,3D;Konami Computer Entertainment Hawaii / Konami;66;2005-09-29 00:00:00.000000
from-russia-with-love;From Russia With Love;Action Adventure,General;Rebellion / Electronic Arts;61;2006-04-03 00:00:00.000000
frontier-gate;Frontier Gate;Role-Playing,General;Tri-Ace / Konami;0;2011-12-22 00:00:00.000000
fukufuku-no-shima;Fukufuku no Shima;Puzzle,General;MuuMuu / SCEI;0;2005-11-10 00:00:00.000000
full-auto-2-battlelines;Full Auto 2: Battlelines;Simulation,Vehicle,Combat;Deep Fried Entertainment / Sega;53;2007-03-20 00:00:00.000000
fullmetal-alchemist-brotherhood;Fullmetal Alchemist: Brotherhood;Action;Bandai Namco Games;77;1970-01-01 01:00:00.000000
fushigi-no-dungeon-fuurai-no-shiren-3-portable;Fushigi no Dungeon: Fuurai no Shiren 3 Portable;Role-Playing,Roguelike;ChunSoft / Spike;0;2010-01-28 00:00:00.000000
fushigi-yuugi-genbu-kaiten-gaiden-kagami-no-miko;Fushigi Yuugi: Genbu Kaiten Gaiden - Kagami no Miko;Adventure,Visual Novel;;0;2006-09-28 00:00:00.000000
fuuun-shinsengumi-bakumatsuden-portable;Fuuun Shinsengumi Bakumatsuden Portable;Action,General;;0;2009-12-10 00:00:00.000000
gachitora-abarenbou-kyoushi-in-high-school;GachiTora! Abarenbou Kyoushi in High School;Action,General;;0;2011-04-21 00:00:00.000000
ga-geijutsuka-art-design-class-slapstick-wonder-land;GA - Geijutsuka Art Design Class: Slapstick Wonder Land;Adventure,General;;0;2010-07-29 00:00:00.000000
gakuen-heaven-boys-love-scramble;Gakuen Heaven: Boy's Love Scramble!;Adventure,Visual Novel;Spray / Prototype;0;2009-11-26 00:00:00.000000
gakuen-heaven-okawari-boys-love-attack;Gakuen Heaven: Okawari! Boy's Love Attack!;Adventure,General;;0;2011-02-10 00:00:00.000000
gakuen-hetalia-portable;Gakuen Hetalia Portable;Adventure,Visual Novel;Otomate / Idea Factory;0;2011-03-24 00:00:00.000000
gallery-fake;Gallery Fake;Action,General;;0;2005-09-29 00:00:00.000000
game-demo-papa-no-iukoto-o-kikinasai;Game demo, Papa no Iukoto o Kikinasai!;Action,General;;0;2012-04-26 00:00:00.000000
gangs-of-london;Gangs of London;Action Adventure,Open-World;SCEE London Studio / SCEA;52;2006-10-03 00:00:00.000000
garnet-cradle-portable-kagi-no-himiko;Garnet Cradle Portable: Kagi no Himiko;Adventure,Visual Novel;Spica / Idea Factory;0;2011-04-07 00:00:00.000000
gekiatsu-pachi-game-tamashi-vol-1-cr-evangelion-shinjitsu-no-tsubasa;Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa;Miscellaneous,Gambling;;0;2011-06-09 00:00:00.000000
gekka-ryouran-romance;Gekka Ryouran Romance;Adventure,Visual Novel;;0;2011-09-15 00:00:00.000000
gendai-daisenryaku-isshoku-sokuhatsu-gunji-balance-houkai;Gendai Daisenryaku: Isshoku Sokuhatsu - Gunji Balance Houkai;Strategy,General;;0;2009-08-27 00:00:00.000000
generation-of-chaos;Generation of Chaos;Strategy;Idea Factory;60;2006-02-28 00:00:00.000000
generation-of-chaos;Generation of Chaos;Strategy,Turn-Based,General;Idea Factory / NIS America;60;2006-02-28 00:00:00.000000
genso-suikoden-tsumugareshi-hyakunen-no-toki;Genso Suikoden: Tsumugareshi Hyakunen no Toki;Role-Playing,Japanese-Style;;0;2012-02-09 00:00:00.000000
gensou-suikoden-i-and-2;Gensou Suikoden I & II;Miscellaneous,Compilation;;0;2006-02-23 00:00:00.000000
geronimo-stilton-in-the-kingdom-of-fantasy;Geronimo Stilton in the Kingdom of Fantasy;Adventure,General;Virtual Toys / SCEA;0;2013-07-16 00:00:00.000000
g-force;G-Force;Action,Platformer,3D;Keen Games / Disney Interactive Studios;56;2009-07-21 00:00:00.000000
ghostbusters;Ghostbusters: The Video Game;Action;Red Fly Studio;54;2009-10-30 00:00:00.000000
ghostbusters-the-video-game;Ghostbusters: The Video Game;Action,General;Red Fly Studio / Atari SA;54;2009-10-30 00:00:00.000000
ghost-in-the-shell-stand-alone-complex;Ghost in the Shell: Stand Alone Complex;Action,Shooter,First-Person,Arcade;G-Artists / Bandai;61;2005-10-26 00:00:00.000000
ghost-recon-advanced-warfighter-2;Tom Clancy's Ghost Recon Advanced Warfighter 2;Action;High Voltage Software, Ubisoft Paris;61;2007-08-23 00:00:00.000000
ghost-rider;Ghost Rider;Action,General;Climax Studios / 2K Games;49;2007-02-13 00:00:00.000000
ghosts-n-goblins;Ultimate Ghosts 'n Goblins;Action;TOSE;72;2006-08-29 00:00:00.000000
gift-prism;Gift: Prism;Adventure,Visual Novel;Moonstone / CyberFront;0;2012-02-02 00:00:00.000000
g-1-joe-the-rise-of-cobra;G.I. Joe: The Rise of Cobra;Action,General;Double Helix Games / Electronic Arts;51;2009-08-04 00:00:00.000000
ginga-ojousama-densetsu-collection;Ginga Ojousama Densetsu Collection;Miscellaneous,Compilation;;0;2008-07-31 00:00:00.000000
ginsei-shogi-portable-fuuun-ryuuko-raiden;Ginsei Shogi Portable: Fuuun Ryuuko Raiden;Miscellaneous,Board / Card Game;;0;2011-08-04 00:00:00.000000
ginsei-shogi-portable;Ginsei Shogi Portable;Miscellaneous,Board / Card Game;;0;2010-02-18 00:00:00.000000
gitaroo-man-lives;Gitaroo Man Lives!;Action,Rhythm,Music;Koei/Inis / Koei;80;2006-11-14 00:00:00.000000
gladiator-begins;Gladiator Begins;Action,Fighting,3D;Acquire / Aksys Games;59;2010-09-15 00:00:00.000000
glorace-phantastic-carnival;Glorace: Phantastic Carnival;Racing,Arcade,Other;SCEA / SCE Korea;0;2005-05-02 00:00:00.000000
gloria-union;Gloria Union;Strategy,Turn-Based,General;Sting / Atlus;0;2011-06-23 00:00:00.000000
god-eater-2;God Eater 2;Role-Playing,Action RPG;Shift / Bandai Namco Games;0;2013-11-14 00:00:00.000000
god-eater;God Eater;Role-Playing,Action RPG;Shift / Bandai Namco Games;0;2010-02-04 00:00:00.000000
god-of-war-chains-of-olympus;God of War: Chains of Olympus;Action Adventure,Linear;Ready at Dawn / SCEA;91;2008-03-04 00:00:00.000000
god-of-war-ghost-of-sparta;God of War: Ghost of Sparta;Action Adventure,Linear;Ready at Dawn / SCEA;86;2010-11-02 00:00:00.000000
gods-eater-burst;Gods Eater Burst;Role-Playing,Action RPG;Shift / D3Publisher;71;2011-03-15 00:00:00.000000
goku-makai-mura-kai;Goku Makai-Mura Kai;Action,Platformer,2D;TOSE / Capcom;0;2007-08-02 00:00:00.000000
go-sudoku;Go! Sudoku;Puzzle,Logic;Sumo Digital / Ubisoft;63;2006-03-21 00:00:00.000000
gradius-collection;Gradius Collection;Miscellaneous,Compilation;M2 / Konami;76;2006-06-06 00:00:00.000000
grand-knights-history;Grand Knights History;Role-Playing,Japanese-Style;Vanillaware / XSEED Games;0;1970-01-01 00:00:00.000000
grand-theft-auto-chinatown-wars;Grand Theft Auto: Chinatown Wars;Action Adventure,Open-World;Rockstar Leeds / Rockstar Games;90;2009-10-20 00:00:00.000000
grand-theft-auto-liberty-city-stories;Grand Theft Auto: Liberty City Stories;Action Adventure,Open-World;Rockstar Leeds / Rockstar Games;88;2005-10-24 00:00:00.000000
grand-theft-auto-vice-city-stories;Grand Theft Auto: Vice City Stories;Action Adventure,Open-World;Rockstar Leeds / Rockstar Games;86;2006-10-31 00:00:00.000000
gran-turismo;Gran Turismo;Racing,Simulation,Automobile;Polyphony Digital / SCEA;74;2009-10-01 00:00:00.000000
great-battle-fullblast;Great Battle Fullblast;Action,Beat-'Em-Up,2D;Inti Creates / Bandai Namco Games;0;2012-03-01 00:00:00.000000
great-battles-of-rome;The History Channel: Great Battles of Rome;Strategy;Slitherine;0;1970-01-01 01:00:00.000000
gretzky-nhl-06;Gretzky NHL 06;Sports,Team,Ice Hockey,Sim;Page 44 Studios / SCEA;65;2005-10-04 00:00:00.000000
gretzky-nhl;Gretzky NHL;Sports,Team,Ice Hockey,Sim;Page 44 Studios / SCEA;61;2005-03-14 00:00:00.000000
gripshift;GripShift;Racing,Arcade,Automobile;Sidhe Interactive / Sony Platform Publishing;70;2005-09-12 00:00:00.000000
grisaia-no-meikyuu-le-labyrinthe-de-la-grisaia;Grisaia no Meikyuu: Le Labyrinthe de la Grisaia;Adventure,Visual Novel;;0;2014-10-30 00:00:00.000000
growlanser;Growlanser;Strategy,Turn-Based,Tactics;Career Soft / Atlus;0;2009-05-14 00:00:00.000000
growlanser-wayfarer-of-time;Growlanser: Wayfarer of Time;Strategy,Turn-Based,Tactics;Career Soft / Atlus;67;2012-07-31 00:00:00.000000
gti-club-supermini-festa;GTI Club Supermini Festa!;Driving;Konami;0;2010-02-24 00:00:00.000000
guilty-gear-judgment;Guilty Gear Judgment;Action,Fighting,2D;Arc System Works / Majesco;77;2006-09-05 00:00:00.000000
guilty-gear-xx-accent-core-plus;Guilty Gear XX Accent Core Plus;Action,Fighting,2D;Arc System Works / Aksys Games;76;2009-04-07 00:00:00.000000
guilty-gear-xx-#reload;Guilty Gear XX #Reload;Action,Fighting,2D;Arc System Works / Sega;0;2005-09-29 00:00:00.000000
gundam-assault-survive;Gundam Assault Survive;Simulation,Vehicle,Combat;Bec / Bandai Namco Games;0;2010-03-18 00:00:00.000000
gundam-battle-chronicle;Gundam Battle Chronicle;Action,General;Artdink / Bandai Namco Games;0;2007-10-04 00:00:00.000000
gundam-battle-royale;Gundam Battle Royale;Action,General;Artdink / Bandai Namco Games;0;2006-10-05 00:00:00.000000
gundam-battle-tactics;Gundam Battle Tactics;Simulation,Vehicle,Combat;Artdink / Bandai;0;2005-09-22 00:00:00.000000
gundam-battle-universe;Gundam Battle Universe;Simulation,Vehicle,Combat;;0;2008-07-17 00:00:00.000000
gundam-memories-tatakai-no-kioku;Gundam Memories: Tatakai no Kioku;Action,General;B.B.Studio / Bandai Namco Games;0;2011-06-23 00:00:00.000000
gundam-seed-rengou-vs-z-a-f-t-portable;Gundam Seed: Rengou vs. Z.A.F.T. Portable;Simulation,Vehicle,Combat;Capcom / Bandai Namco Games;0;2007-04-05 00:00:00.000000
gungnir;Gungnir;Strategy,Turn-Based,Tactics;Sting / Atlus;68;2012-06-12 00:00:00.000000
gunpey;Gunpey;Puzzle,General;Q Entertainment / Namco Bandai Games;62;2006-11-17 00:00:00.000000
gun-showdown;Gun Showdown;Action Adventure,Open-World;Neversoft Entertainment / Activision;73;2006-10-10 00:00:00.000000
gurumin-a-monstrous-adventure;Gurumin: A Monstrous Adventure;Role-Playing,Action RPG;Falcom / Mastiff;78;2007-02-12 00:00:00.000000
-hack-link;.hack//Link;Role-Playing,Action RPG;CyberConnect2 / Bandai Namco Games;0;2010-03-04 00:00:00.000000
hagane-no-renkinjutsushi-fullmetal-alchemist-yakusoku-no-hi-e;Hagane no Renkinjutsushi: Fullmetal Alchemist - Yakusoku no Hi e;Action,General;Crafts & Meister / Bandai Namco Games;0;2010-05-20 00:00:00.000000
hagane-no-renkinjutsushi-senaka-o-takuseshimono;Hagane no Renkinjutsushi: Senaka o Takuseshimono;Action,General;Bec / Namco Bandai Games;0;2010-07-01 00:00:00.000000
hajime-no-ippo-portable-victorious-spirits;Hajime no Ippo Portable: Victorious Spirits;Sports,Individual,Combat,Boxing / Martial Arts;ESP Software / Grandprix Inc.;0;2007-12-20 00:00:00.000000
hakuisei-renai-shoukougun;Hakuisei Renai Shoukougun;Adventure,General;Kogado Studio / CyberFront;0;2011-09-29 00:00:00.000000
hakuoki-demon-of-the-fleeting-blossom;Hakuoki: Demon of the Fleeting Blossom;Adventure,Visual Novel;Idea Factory / Aksys Games;79;2012-02-14 00:00:00.000000
hakuoki-warriors-of-the-shinsengumi;Hakuoki: Warriors of the Shinsengumi;Action Adventure,General;Zerodiv / Aksys Games;0;2013-02-19 00:00:00.000000
hakuouki-reimeiroku-portable;Hakuouki: Reimeiroku Portable;Adventure,Visual Novel;Otomate / Idea Factory;0;2011-07-28 00:00:00.000000
hakuouki-yuugi-roku;Hakuouki: Yuugi Roku;Adventure,Visual Novel;Otomate / Idea Factory;0;2010-05-13 00:00:00.000000
half-minute-hero;Half-Minute Hero;Role-Playing,General;Opus / XSEED Games;84;2009-10-13 00:00:00.000000
hammerin-hero;Hammerin' Hero;Action,Beat-'Em-Up,2D;Irem / Atlus;73;2009-04-07 00:00:00.000000
hanaoni-yume-no-tsudzuki;Hanaoni: Yume no Tsudzuki;Adventure,Visual Novel;;0;2012-03-22 00:00:00.000000
hana-to-otome-ni-shukufuku-o-harukaze-no-okurimono-portable;Hana to Otome ni Shukufuku o: Harukaze no Okurimono Portable;Adventure,General;;0;2011-10-27 00:00:00.000000
hanayaka-nari-waga-ichizoku;Hanayaka Nari, Waga Ichizoku;Adventure,Visual Novel;Vingt-et-un Systems / Idea Factory;0;2010-07-01 00:00:00.000000
hanayaka-nari-waga-ichizoku-kinema-mosaic;Hanayaka Nari, Waga Ichizoku: Kinema Mosaic;Adventure,Visual Novel;Vingt-et-un Systems / Idea Factory;0;2011-12-08 00:00:00.000000
hannspree-ten-kate-honda-sbk-superbike-world-championship;Hannspree Ten Kate Honda: SBK Superbike World Championship;Racing,Simulation,Automobile;Milestone S.r.l / Valcon Games;60;2008-03-18 00:00:00.000000
harakuju-tantei-gakuen-steel-wood;Harakuju Tantei Gakuen: Steel Wood;Adventure,Visual Novel;;0;2010-04-22 00:00:00.000000
hard-rock-casino;Hard Rock Casino;Miscellaneous,Gambling;Farsight Studios / Crave;44;2007-04-24 00:00:00.000000
harry-potter-and-the-goblet-of-fire;Harry Potter and the Goblet of Fire;Action Adventure,General;Electronic Arts;70;2005-11-15 00:00:00.000000
harry-potter-and-the-half-blood-prince;Harry Potter and the Half-Blood Prince;Action Adventure,General;EA Bright Light / EA Games;49;2009-06-30 00:00:00.000000
harry-potter-and-the-order-of-the-phoenix;Harry Potter and the Order of the Phoenix;Action Adventure,General;;52;2007-06-25 00:00:00.000000
harukanaru-toki-no-naka-de-2;Harukanaru Toki no Naka de 2;Adventure,Visual Novel;;0;2005-06-30 00:00:00.000000
harukanaru-toki-no-naka-de-3-unmei-no-meikyuu-aizouban;Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban;Role-Playing,General;;0;2009-10-22 00:00:00.000000
harukanaru-toki-no-naka-de-3-with-izayoiki-aizouban;Harukanaru Toki no Naka de 3 with Izayoiki Aizouban;Role-Playing,General;;0;2009-03-19 00:00:00.000000
harukanaru-toki-no-naka-de-4-aizouban;Harukanaru Toki no Naka de 4: Aizouban;Role-Playing,General;;0;2010-12-22 00:00:00.000000
harukanaru-toki-no-naka-de-5;Harukanaru Toki no Naka de 5;Role-Playing,General;;0;2011-02-24 00:00:00.000000
harukanaru-toki-no-naka-de-5-kazahanaki;Harukanaru Toki no Naka de 5: Kazahanaki;Role-Playing,General;;0;2012-02-23 00:00:00.000000
harvest-moon-boy-and-girl;Harvest Moon: Boy & Girl;Strategy,Management,Business / Tycoon;Marvelous Entertainment / Natsume;61;2007-07-31 00:00:00.000000
harvest-moon-hero-of-leaf-valley;Harvest Moon: Hero of Leaf Valley;Strategy,Management,Business / Tycoon;Marvelous Entertainment / Natsume;74;2010-04-26 00:00:00.000000
harvey-birdman-attorney-at-law;Harvey Birdman: Attorney at Law;Adventure,3D,First-Person;High Voltage Software / Capcom;62;2008-01-08 00:00:00.000000
hatsune-miku-project-diva-2nd;Hatsune Miku: Project Diva 2nd;Action,Rhythm,Music;Dingo Inc. / Sega;0;2010-07-29 00:00:00.000000
hatsune-miku-project-diva-extend;Hatsune Miku: Project Diva Extend;Action,Rhythm,Music;Dingo Inc. / Sega;0;2011-11-10 00:00:00.000000
hayarigami-2-portable-keishichou-kaii-jiken-file;Hayarigami 2 Portable: Keishichou Kaii Jiken File;Adventure,General;;0;2008-08-07 00:00:00.000000
hayarigami-3-keishichou-kaii-jiken-file;Hayarigami 3: Keishichou Kaii Jiken File;Adventure,General;;0;2009-08-06 00:00:00.000000
hayate-no-gotoku-nightmare-paradise;Hayate no Gotoku! Nightmare Paradise;Adventure,Visual Novel;HuneX / Konami;0;2009-03-26 00:00:00.000000
heart-no-kuni-no-alice-anniversary-ver-wonderful-wonder-world;Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World;Adventure,General;;0;2011-07-28 00:00:00.000000
heart-no-kuni-no-alice;Heart no Kuni no Alice;Adventure,Visual Novel;Quinrose / Prototype;0;2009-07-30 00:00:00.000000
heatseeker;Heatseeker;Simulation,Flight,Combat;IR Gurus / Codemasters;49;2007-05-08 00:00:00.000000
heavens-will;Heaven's Will;Action,General;Global A / Taito Corporation;0;2006-10-26 00:00:00.000000
hellboy-the-science-of-evil;Hellboy: The Science of Evil;Action Adventure,Linear;Krome Studios / Konami;42;2008-06-24 00:00:00.000000
hello-kitty-no-happy-accessory;Hello Kitty no Happy Accessory;Miscellaneous,General;;0;2009-05-28 00:00:00.000000
hello-kitty-puzzle-party;Hello Kitty: Puzzle Party;Puzzle,General;;0;2010-02-19 00:00:00.000000
hello-kitty-to-issho-block-crash-123;Hello Kitty to Issho! Block Crash 123!!;Action,Arcade;;0;2010-07-15 00:00:00.000000
heroes-phantasia;Heroes Phantasia;Role-Playing,General;;0;2012-01-19 00:00:00.000000
hexyz-force;Hexyz Force;Role-Playing,Japanese-Style;Sting / Atlus;68;2010-06-02 00:00:00.000000
higanjima;Higanjima;Action,General;;0;2005-04-28 00:00:00.000000
higurashi-daybreak-portable;Higurashi Daybreak Portable;Action,Fighting,3D;;0;2008-11-27 00:00:00.000000
higurashi-daybreak-portable-mega-edition;Higurashi Daybreak Portable Mega Edition;Action,Fighting,3D;;0;2009-11-26 00:00:00.000000
higurashi-no-naku-koro-ni-jan;Higurashi no Naku Koro ni Jan;Miscellaneous,Board / Card Game;SIMS / AQ Interactive;0;2009-11-12 00:00:00.000000
hiiro-no-kakera-portable;Hiiro no Kakera Portable;Adventure,Visual Novel;Otomate / Idea Factory;0;2008-12-18 00:00:00.000000
hiiro-no-kakera-shin-tamayorihime-denshou-piece-of-future;Hiiro no Kakera: Shin Tamayorihime Denshou - Piece of Future;Adventure,Visual Novel;;0;2011-07-14 00:00:00.000000
hiiro-no-kakera-shin-tamayori-hime-denshou-portable;Hiiro no Kakera: Shin Tamayori Hime Denshou Portable;Adventure,Visual Novel;;0;2010-09-30 00:00:00.000000
himawari-pebble-in-the-sky-portable;Himawari: Pebble in the Sky Portable;Adventure,Visual Novel;;0;2010-04-22 00:00:00.000000
himehibi-new-princess-days-zoku-ni-gakki-portable;Himehibi: New Princess Days!! Zoku! Ni-Gakki Portable;Adventure,Visual Novel;;0;2010-02-25 00:00:00.000000
hisshou-pachinko*pachi-slot-kouryaku-series-portable-vol-1-shinseiki-evangelion-tamashii-no-kiseki;Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion Tamashii no Kiseki;Miscellaneous,Gambling;;0;2010-06-03 00:00:00.000000
hisshou-pachinko-*-pachi-slot-kouryaku-series-portable-vol-2-cr-evangelion-hajimari-no-fukuin;Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin;Miscellaneous,Gambling;;0;2010-11-18 00:00:00.000000
hitsuji-kunnara-kiss-shite-ageru-*;Hitsuji Kunnara Kiss Shite Ageru *;Adventure,General;;0;2009-03-19 00:00:00.000000
hoard;Hoard;Action;Big Sandwich Games, Inc.;0;2011-03-21 00:00:00.000000
hokuto-no-ken-raoh-gaiden-ten-no-haoh;Hokuto no Ken: Raoh Gaiden - Ten no Haoh;Action,General;;0;2009-01-22 00:00:00.000000
honkaku-yonin-uchi-pro-mahjong-mahjong-ou-portable;Honkaku Yonin-uchi Pro Mahjong: Mahjong-Ou Portable;Miscellaneous,Board / Card Game;;0;2006-04-13 00:00:00.000000
honki-de-manabu-lec-de-goukakuru-hishou-boki-3-kyuu-portable;Honki de Manabu LEC de Goukakuru: Hishou Boki 3-Kyuu Portable;Miscellaneous,Edutainment;;0;2010-01-21 00:00:00.000000
honki-de-manabu-lec-de-goukakuru-takuchi-tatemono-torihiki-shuninsha-portable;Honki de Manabu LEC de Goukakuru: Takuchi Tatemono Torihiki Shuninsha Portable;Miscellaneous,Edutainment;;0;2010-01-21 00:00:00.000000
hoshigari-empusa-portable;Hoshigari Empusa Portable;Simulation,Virtual,Virtual Life;;0;2009-04-23 00:00:00.000000
hoshiiro-no-okurimono-portable;Hoshiiro no Okurimono Portable;Adventure,Visual Novel;;0;2008-11-27 00:00:00.000000
hoshizora-*-planet-one-small-step-for;Hoshizora * Planet: One Small Step For...;Adventure,Visual Novel;;0;2011-03-10 00:00:00.000000
hot-brain;Hot Brain;Puzzle,General;Creat Studios / Midway;64;2007-06-18 00:00:00.000000
hot-pixel;Hot Pixel;Puzzle,General;zSlide / Atari SA;55;2007-10-02 00:00:00.000000
hot-shots-golf-open-tee-2;Hot Shots Golf: Open Tee 2;Sports,Individual,Golf,Arcade;Clap Hanz / SCEA;82;2008-06-03 00:00:00.000000
hot-shots-shorties;Hot Shots Shorties;Miscellaneous,Party / Minigame;Clap Hanz / SCEA;0;2011-01-03 00:00:00.000000
hot-shots-tennis-get-a-grip;Hot Shots Tennis: Get a Grip;Sports,Individual,Tennis;Clap Hanz / SCEA;80;2010-06-29 00:00:00.000000
hot-wheels-ultimate-racing;Hot Wheels: Ultimate Racing;Racing,Arcade,Automobile;Raylight Studios / DSI Games;60;2007-07-02 00:00:00.000000
hysteria;Hysteria Project;Action,Adventure;Bulkypix;68;2010-04-22 00:00:00.000000
i-am-an-air-traffic-controller-airport-hero-tokyo;I am an Air Traffic Controller Airport Hero Tokyo;Simulation,General;;0;2012-10-30 00:00:00.000000
idol-janshi-suchi-pai-3-remix;Idol Janshi Suchi-Pai III Remix;Miscellaneous,Board / Card Game;;0;2007-07-26 00:00:00.000000
idol-janshi-suchi-pai-4-portable;Idol Janshi Suchi-Pai IV Portable;Miscellaneous,Board / Card Game;;0;2010-08-12 00:00:00.000000
ikki-tousen-eloquent-fist;Ikki Tousen: Eloquent Fist;Action,Fighting,2D;;0;2008-10-02 00:00:00.000000
ikki-tousen-xross-impact;Ikki Tousen: Xross Impact;Action,Beat-'Em-Up,2D;;0;2010-04-28 00:00:00.000000
il-2-sturmovik-birds-of-prey;IL-2 Sturmovik: Birds of Prey;Simulation,Flight,Combat;SME Dynamic Systems Limited / 505 Games;63;2009-09-10 00:00:00.000000
imagine-champion-rider;Imagine Champion Rider;Sports,Individual,Horse Racing;;0;2009-09-04 00:00:00.000000
impossible-mission;Impossible Mission;Action,Platformer,2D;;0;2007-08-31 00:00:00.000000
indiana-jones-and-the-staff-of-kings;Indiana Jones and the Staff of Kings;Action Adventure,Linear;Amaze Entertainment / LucasArts;63;2009-06-09 00:00:00.000000
infected;Infected;Action,Shooter,Third-Person,Arcade;Planet Moon Studios / Majesco;74;2005-11-15 00:00:00.000000
infinite-loop-kojjou-ga-miseta-yume;Infinite Loop: Kojjou ga Miseta Yume;Adventure,General;;0;2008-07-24 00:00:00.000000
initial-d-street-stage;Initial D: Street Stage;Racing,Arcade,Automobile;TOSE / Sega;0;2006-02-23 00:00:00.000000
innocent-life-a-futuristic-harvest-moon;Innocent Life: A Futuristic Harvest Moon;Strategy,Management,Business / Tycoon;ArtePiazza / Natsume;67;2007-05-15 00:00:00.000000
international-athletics;International Athletics;Sports,Individual,Athletics;The Code Monkeys / Ghostlight;54;1970-01-01 00:00:00.000000
international-cricket-captain-3;International Cricket Captain III;Sports,Team,Cricket;Atomic Planet Entertainment / Empire Interactive;0;2007-11-16 00:00:00.000000
invizimals;Invizimals;Strategy,Turn-Based,Card Battle;Novarama / SCEA;69;2010-10-12 00:00:00.000000
invizimals-shadow-zone;Invizimals: Shadow Zone;Strategy,Turn-Based,Card Battle;Novarama / SCEA;0;2011-10-25 00:00:00.000000
invizimals-the-lost-tribes;Invizimals: The Lost Tribes;Strategy,Turn-Based,Card Battle;Novarama / SCEA;0;2014-09-23 00:00:00.000000
i-q-mania;I.Q. Mania;Puzzle,General;;0;2006-03-09 00:00:00.000000
iron-man-2;Iron Man 2;Action,General;High Voltage Software / Sega;49;2010-05-04 00:00:00.000000
iron-man;Iron Man;Action,General;Artificial Mind and Movement / Sega;44;2008-05-02 00:00:00.000000
ishin-renka-ryouma-gaiden;Ishin Renka: Ryouma Gaiden;Action,General;;0;2010-11-25 00:00:00.000000
isshou-asoberu-todai-shogi-sakidzume-shogi-dojo;Isshou Asoberu Todai Shogi: Sakidzume Shogi Dojo;Miscellaneous,Board / Card Game;;0;2007-04-19 00:00:00.000000
itsuka-kono-te-ga-kegareru-toki-ni-spectral-force-legacy;Itsuka Kono Te ga Kegareru Toki ni: Spectral Force Legacy;Role-Playing,General;Neverland / Idea Factory;0;2009-11-26 00:00:00.000000
itsuka-tenma-no-kuro-usagi-portable;Itsuka Tenma no Kuro Usagi Portable;Adventure,General;;0;2011-12-22 00:00:00.000000
iza-shutsujin-koisen;Iza, Shutsujin! Koisen;Adventure,General;;0;2011-05-26 00:00:00.000000
jackass;Jackass the Game;Action;Sidhe Interactive;58;2007-09-27 00:00:00.000000
jackass-the-game;Jackass the Game;Action,General;Sidhe Interactive / Red Mile Entertainment;58;2007-09-27 00:00:00.000000
jak-and-daxter-the-lost-frontier;Jak and Daxter: The Lost Frontier;Action,Platformer,3D;High Impact Games / SCEA;71;2009-11-03 00:00:00.000000
james-camerons-avatar-the-game;James Cameron's Avatar: The Game;Action,General;Ubisoft Montreal / Ubisoft;49;2009-12-08 00:00:00.000000
jan-sangoku-musou;Jan Sangoku Musou;Miscellaneous,Board / Card Game;;0;2006-09-28 00:00:00.000000
jeanne-darc;Jeanne d'Arc;Strategy,Turn-Based,Tactics;Level 5 / SCEA;87;2007-08-21 00:00:00.000000
jet-de-go-pocket-lets-go-by-airliner;Jet de Go! Pocket: Let's Go By Airliner;Strategy,General;;0;2005-12-15 00:00:00.000000
jikandia-the-timeless-land;Jikandia: The Timeless Land;Role-Playing,Action RPG;Opus Studio / Aksys Games;60;2011-03-22 00:00:00.000000
jikkyou-powerful-pro-yakyuu-2010;Jikkyou Powerful Pro Yakyuu 2010;Sports,Team,Baseball,Arcade;;0;2010-07-15 00:00:00.000000
jikkyou-powerful-pro-yakyuu-2011;Jikkyou Powerful Pro Yakyuu 2011;Sports,Team,Baseball,Arcade;;0;2011-07-14 00:00:00.000000
jikkyou-powerful-pro-yakyuu-2011-ketteiban;Jikkyou Powerful Pro Yakyuu 2011 Ketteiban;Sports,Team,Baseball,Arcade;;0;2011-12-22 00:00:00.000000
jikkyou-powerful-pro-yakyuu-portable-2;Jikkyou Powerful Pro Yakyuu Portable 2;Sports,Team,Baseball,Sim;;0;2007-04-05 00:00:00.000000
